dataset,weight,config,search,N,D,Mcoef,nbits,k,ef,build_ms,memory_mb,avg_us,p50_us,p95_us,qps,batch_qps,recall_at_k,exact_avg_us,speedup_vs_exact,fftw
clustered,identity,posterior_m32_b64,posterior,8192,256,32,64,10,8192,5.164,1.188,47.677,46.722,50.946,20974.4,38703.2,0.195833,3878.607,81.35,1
clustered,matern,posterior_m32_b64,posterior,8192,256,32,64,10,10,5.164,1.188,70.667,70.179,75.651,14150.8,50053.1,0.043750,3875.716,54.84,1
clustered,matern,posterior_m32_b64,posterior,8192,256,32,64,10,20,5.164,1.188,71.733,71.715,77.475,13940.5,51053.2,0.060417,3875.716,54.03,1
clustered,matern,posterior_m32_b64,posterior,8192,256,32,64,10,40,5.164,1.188,75.135,72.355,78.307,13309.4,50593.4,0.070833,3875.716,51.58,1
clustered,matern,posterior_m32_b64,posterior,8192,256,32,64,10,80,5.164,1.188,73.800,73.891,78.819,13550.1,50229.1,0.085417,3875.716,52.52,1
clustered,matern,posterior_m32_b64,posterior,8192,256,32,64,10,160,5.164,1.188,121.799,77.891,124.005,8210.3,49098.0,0.112500,3875.716,31.82,1
clustered,matern,posterior_m32_b64,posterior,8192,256,32,64,10,8192,5.164,1.188,47.704,47.298,50.273,20962.7,38426.6,0.125000,3875.716,81.25,1
clustered,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,10,5.164,1.188,71.118,71.331,75.395,14061.1,51192.6,0.039583,3879.725,54.55,1
clustered,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,20,5.164,1.188,74.174,70.946,77.475,13481.8,51011.5,0.058333,3879.725,52.31,1
clustered,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,40,5.164,1.188,72.790,72.930,78.307,13738.1,50596.8,0.085417,3879.725,53.30,1
clustered,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,80,5.164,1.188,73.966,74.179,78.531,13519.8,16621.5,0.114583,3879.725,52.45,1
clustered,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,160,5.164,1.188,79.314,77.347,81.379,12608.1,48622.1,0.125000,3879.725,48.92,1
clustered,sobolev,posterior_m32_b64,posterior,8192,256,32,64,10,8192,5.164,1.188,46.691,46.530,49.090,21417.3,38669.3,0.135417,3879.725,83.09,1
clustered,identity,hamming_full,hamming,8192,256,256,64,10,10,8.892,8.376,53.534,50.914,61.379,18679.7,61417.7,0.056250,3878.607,72.45,1
clustered,identity,hamming_full,hamming,8192,256,256,64,10,20,8.892,8.376,54.047,53.762,63.074,18502.3,84256.9,0.100000,3878.607,71.76,1
clustered,identity,hamming_full,hamming,8192,256,256,64,10,40,8.892,8.376,55.972,55.586,65.251,17866.0,15718.5,0.164583,3878.607,69.30,1
clustered,identity,hamming_full,hamming,8192,256,256,64,10,80,8.892,8.376,62.272,63.171,72.835,16058.5,74985.8,0.277083,3878.607,62.28,1
